"...1"	"ViajeId"	"MUESTRA"	"VALIDAR"	"GENERO"	"TIEMPO_PROFESION"	"HORAS_TRABAJO"	"NIVEL_EDUCATIVO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"CONG_A1"	"DISTAlt2"	"TIEMPOAlt2"	"CONG_A2"	"DISTAlt3"	"TIEMPOAlt3"	"CONG_A3"	"DISTEC"	"TIEMPOEC"	"Semaf_A1"	"Semaf_A2"	"Semaf_A3"	"Semaf_EC"	"CamFD_A1"	"CamFD_A2"	"CamFD_A3"	"CamFD_EC"	"ZER_A1"	"ZER_A2"	"ZER_A3"	"ZER_EC"	"MtrP_A1"	"MtrP_A2"	"MtrP_A3"	"MtrP_EC"	"Acc_EC"	"Acc_A1"	"Acc_A2"	"Acc_A3"	"Paneles_EC"	"Paneles_A1"	"Paneles_A2"	"Paneles_A3"	"INFOTRAFICO"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"COSTO"	"CHOICE"	"Experiencia"	"PasoPeaton"	"UsoPito"	"CinSeg"	"FRbr"	"UsoDirec"	"EnfCond"	"AFrSem"	"CulFr"	"OmLmVel"	"IgPare"	"UsoCel"	"ComVrb"	"Ans"	"ComAfec"	"PrPer"	"AmbTr"	"StrC"	"ConCl"	"DispMob"	"JOVEN30"	"ADULTO40"	"ADULTO60"	"ADULTOMAYOR"	"EDUBASICA"	"EDUSUP"	"EDUNR"	"HPICO"	"HVALLE"	"CSECO"	"CLLUVIA"	"CONG_AB_A1"	"CONG_CD_A1"	"CONG_EF_A1"	"CONG_AB_A2"	"CONG_CD_A2"	"CONG_EF_A2"	"CONG_AB_A3"	"CONG_CD_A3"	"CONG_EF_A3"	"CONG_AB_EC"	"CONG_CD_EC"	"CONG_EF_EC"	"SININFOTRF"	"CONINFOTRF"	"USOCINTURON"	"NOUSOCINTURON"	"USODISPMOB"	"NOUSODISPMOB"	"NO_MTRP_A1"	"NO_MTRP_A2"	"NO_MTRP_A3"	"NO_MTRP_EC"	"SI_MTRP_A1"	"SI_MTRP_A2"	"SI_MTRP_A3"	"SI_MTRP_EC"	"NO_ZER_A1"	"NO_ZER_A2"	"NO_ZER_A3"	"NO_ZER_EC"	"SI_ZER_A1"	"SI_ZER_A2"	"SI_ZER_A3"	"SI_ZER_EC"	"HTRB_1"	"HTRB_2"	"HTRB_3"	"SEMF_A1_1"	"SEMF_A1_2"	"SEMF_A1_3"	"SEMF_A2_1"	"SEMF_A2_2"	"SEMF_A2_3"	"SEMF_A3_1"	"SEMF_A3_2"	"SEMF_A3_3"	"SEMF_EC_1"	"SEMF_EC_2"	"SEMF_EC_3"	"NO_CAMFD_A1"	"SI_CAMFD_A1"	"NO_CAMFD_A2"	"SI_CAMFD_A2"	"NO_CAMFD_A3"	"SI_CAMFD_A3"	"NO_CAMFD_EC"	"SI_CAMFD_EC"	"ACC_A1_0"	"ACC_A1_1"	"ACC_A1_2"	"ACC_A2_0"	"ACC_A2_1"	"ACC_A2_2"	"ACC_A3_0"	"ACC_A3_1"	"ACC_A3_2"	"ACC_EC_0"	"ACC_EC_1"	"ACC_EC_2"	"NO_PANEL_A1"	"SI_PANEL_A1"	"NO_PANEL_A2"	"SI_PANEL_A2"	"NO_PANEL_A3"	"SI_PANEL_A3"	"NO_PANEL_EC"	"SI_PANEL_EC"	"EXP_1"	"EXP_2"	"EXP_3"	"EXP_4"	"EXP_5"	"SEM_A1_km"	"SEM_A2_km"	"SEM_A3_km"	"SEM_EC_km"	"Panel_A1_km"	"Panel_A2_km"	"Panel_A3_km"	"Panel_EC_km"	"ZER_A1_km"	"ZER_A2_km"	"ZER_A3_km"	"ZER_EC_km"
"257"	"257"	"{B759BE4B-F8EB-E811-8FB7-74867AD5B714}"	0	1	1	18	12	1	3	5.6	15	2	6.1	19	3	6	20	3	5.88810177281286	13.9858333349228	13	17	14	10	1	3	2	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	4	1	1	1	2	10400	4	5	2	1	1	1	2	1	1	2	1	1	1	3	1	1	1	1	1	1	3	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.32142857142857	2.78688524590164	2.33333333333333	1.69834020977236	0	0	0	0	0	0	0	0
"258"	"258"	"{B780DF7F-0DD7-E811-8FB7-74867AD5B714}"	0	1	1	10	12	4	3	5.3	20	3	5.2	19	3	6.1	23	3	6.08561309108838	40.9663833340009	13	12	13	13	2	1	2	2	0	0	0	0	2	2	2	2	0	1	0	0	0	1	0	0	1	2	6	1	2	2	2	14700	3	4	2	2	2	1	4	2	1	2	1	1	2	1	1	3	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	2.45283018867925	2.30769230769231	2.13114754098361	2.13618575571899	0.188679245283019	0	0	0	0	0	0	0
"259"	"259"	"{BACC0408-E3C8-E811-914C-74867AD5B714}"	1	0	1	15	14	2	3	3.9	11	3	4.6	14	3	3.6	17	3	2.79680927663283	7.89854999780655	5	8	11	9	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	1	2	1	8000	1	5	5	2	2	2	3	2	2	2	2	2	3	5	4	2	1	2	2	1	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1.28205128205128	1.73913043478261	3.05555555555556	3.21795271318443	0	0	0	0	0	0	0	0
"260"	"260"	"{BB80EB4F-46DC-E811-8FB7-74867AD5B714}"	1	0	1	7	12	1	3	5.3	13	2	5.9	16	3	7.3	15	2	5.86897318798678	20.1607666651408	14	14	12	10	0	0	2	0	0	0	0	0	2	2	2	1	0	0	0	0	2	0	0	0	1	1	2	2	1	1	2	11600	4	3	4	4	2	2	5	4	2	4	2	2	4	3	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	2.64150943396226	2.3728813559322	1.64383561643836	1.70387556386678	0	0	0	0.340775112773356	0	0	0	0
"261"	"261"	"{BB9B2829-A0E9-E811-8FB7-74867AD5B714}"	0	1	1	15	14	1	3	5.3	15	2	6.2	15	2	5.6	17	3	5.41640033387919	15.598766664664	15	12	17	17	2	4	4	2	0	0	2	0	1	1	2	1	0	0	0	0	0	0	0	1	1	1	4	1	1	1	2	10500	1	5	5	2	2	2	5	2	2	4	2	2	4	4	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	2.83018867924528	1.93548387096774	3.03571428571429	3.13861586147284	0	0	0.178571428571429	0	0	0	0.357142857142857	0
"262"	"262"	"{BD29DDF5-27DA-E811-8FB7-74867AD5B714}"	0	1	1	20	15	2	3	2.8	8	3	3	7	2	3.7	10	3	3.01967999181809	8.68023333549499	5	3	8	6	0	0	2	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	1	1	4	1	1	2	1	7000	4	5	4	2	2	2	5	2	2	4	2	2	2	2	1	1	1	1	1	1	5	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1.78571428571429	1	2.16216216216216	1.98696551166255	0	0	0	0	0	0	0	0
"263"	"263"	"{BD39AFC1-1ADD-E811-8FB7-74867AD5B714}"	1	0	1	11	8	1	2	5.3	15	3	5.2	13	2	6.2	20	3	4.67847657137103	12.9144999980927	13	14	10	13	2	1	1	2	0	0	0	0	2	2	0	2	0	0	0	0	1	1	1	0	2	1	2	1	1	1	1	9900	1	4	4	1	2	1	4	1	1	1	3	1	3	4	2	1	1	2	1	1	5	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	2.45283018867925	2.69230769230769	1.61290322580645	2.77868229148582	0.188679245283019	0.192307692307692	0	0.213744791652756	0	0	0	0
"264"	"264"	"{BE04651F-E1D7-E811-8FB7-74867AD5B714}"	0	1	1	19	12	1	3	7.9	23	2	5.8	30	3	6.8	30	3	6.21782447821802	32.8849999984105	15	19	13	12	2	2	1	1	1	1	0	3	2	2	2	1	0	0	0	0	1	0	1	1	1	2	2	1	1	2	2	12500	4	5	5	2	2	2	3	2	2	2	2	2	2	4	3	2	2	3	4	2	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	1.89873417721519	3.27586206896552	1.91176470588235	1.92993546891486	0	0.172413793103448	0.147058823529412	0.160827955742905	0.126582278481013	0.172413793103448	0	0.482483867228715
"265"	"265"	"{BF2BB12E-3AC0-E811-914C-74867AD5B714}"	1	0	1	20	12	1	2	4.4	15	3	4.7	18	3	5.6	18	3	4.32223843368142	14.5133333325386	10	16	17	10	2	1	2	2	4	3	3	4	1	2	2	1	0	0	0	1	0	0	0	1	1	1	2	1	2	2	1	8700	1	5	1	1	2	2	1	1	1	1	1	1	1	5	1	1	2	4	2	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	2.27272727272727	3.40425531914894	3.03571428571429	2.31361600093001	0	0	0.178571428571429	0	0.909090909090909	0.638297872340425	0.535714285714286	0.925446400372004
"266"	"266"	"{C0E06776-9DE2-E811-8FB7-74867AD5B714}"	1	0	1	1	12	1	4	5.7	16	2	6.7	19	2	7.4	21	3	5.70876401059282	16.6514999985695	15	18	20	15	1	0	2	1	3	3	0	2	2	2	1	2	1	0	0	1	0	0	1	0	1	1	4	1	1	1	1	10400	1	1	4	4	1	2	5	2	2	4	2	2	4	5	1	1	2	1	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	2.63157894736842	2.6865671641791	2.7027027027027	2.62753898605144	0	0.149253731343284	0	0	0.526315789473684	0.447761194029851	0	0.350338531473525
"267"	"267"	"{C2E8DA1B-A0D3-E811-8FB7-74867AD5B714}"	0	1	1	8	12	2	3	4.4	12	2	3.9	13	3	4.4	14	2	3.9205273310027	12.8683333317439	3	9	9	9	0	0	0	0	4	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	1	1	1	2	8300	2	3	4	2	2	2	5	2	2	4	2	2	2	3	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0.681818181818182	2.30769230769231	2.04545454545455	2.29560955456933	0	0	0	0	0.909090909090909	0.256410256410256	0.227272727272727	0.255067728285481
"268"	"268"	"{C2F6EF0D-5B7A-E811-B124-74867AD5B714}"	0	1	1	10	14	1	4	8.3	19	2	7.5	21	3	6.3	27	3	5.66825396255132	40.7876666665077	23	23	28	19	2	3	3	2	4	1	2	5	2	2	2	2	1	0	0	0	0	0	0	0	1	1	6	1	1	2	2	12800	4	4	1	1	2	3	3	1	3	3	3	3	3	2	3	3	5	5	3	3	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	2.7710843373494	3.06666666666667	4.44444444444444	3.35200224364117	0	0	0	0	0.481927710843373	0.133333333333333	0.317460317460317	0.882105853589783
"269"	"269"	"{C301E37A-15CC-E811-914C-74867AD5B714}"	0	1	1	3	16	1	3	8.8	33	3	9	37	3	9.3	36	3	7.38606559844173	42.3804499983788	22	19	17	19	6	5	3	4	1	0	2	0	1	1	1	1	0	1	1	0	0	1	0	0	2	2	3	1	2	2	2	16400	2	2	1	1	1	1	4	2	2	1	2	1	2	5	1	1	2	1	2	2	6	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	2.5	2.11111111111111	1.82795698924731	2.57241148846668	0.113636363636364	0	0	0	0.113636363636364	0	0.21505376344086	0
"270"	"270"	"{C30AB9AA-F3C7-E811-914C-74867AD5B714}"	1	0	1	2	8	1	2	7.7	20	2	7.2	20	3	8.2	21	3	6.37883285981764	18.1256666660309	13	15	12	17	3	2	1	3	0	0	0	0	1	1	1	2	0	0	1	0	1	1	1	1	1	1	2	2	1	1	1	12000	2	1	5	2	2	2	5	2	2	2	2	2	3	5	2	1	1	1	2	1	3	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	1.68831168831169	2.08333333333333	1.46341463414634	2.66506434226997	0.12987012987013	0.138888888888889	0.121951219512195	0.156768490721763	0	0	0	0
"271"	"271"	"{C3684A6C-A2D3-E811-8FB7-74867AD5B714}"	1	0	1	20	8	1	3	4.1	11	2	4.1	11	2	5.2	12	2	4.83158562029117	12.4356166680654	8	8	3	9	1	1	1	0	0	0	0	0	2	1	1	2	0	0	0	0	1	0	0	0	2	1	3	1	1	1	2	9000	4	5	3	1	2	1	4	3	1	3	1	1	2	4	1	2	3	3	1	2	4	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1.95121951219512	1.95121951219512	0.576923076923077	1.86274252539431	0	0	0	0.206971391710479	0	0	0	0
"272"	"272"	"{C36E0B2A-48E7-E811-8FB7-74867AD5B714}"	1	0	1	14	12	0	2	6.4	16	2	5.6	16	2	6.5	20	3	4.86957782410663	15.0399999976158	15	12	15	15	6	3	3	5	5	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	4	1	1	1	2	10300	4	5	3	2	2	2	5	2	2	3	2	2	2	3	1	1	2	1	1	1	4	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	2.34375	2.14285714285714	2.30769230769231	3.08034916820575	0.15625	0.178571428571429	0.153846153846154	0.205356611213716	0.78125	0	0	0
"273"	"273"	"{C5D4358E-E8E2-E811-8FB7-74867AD5B714}"	1	0	1	32	10	1	4	4.3	17	3	3.7	20	3	4.7	22	3	3.61181830461217	20.8276666641235	9	9	9	9	1	1	1	1	2	2	2	0	1	2	2	2	0	1	0	0	0	0	0	0	2	1	3	1	1	2	2	9200	2	5	5	2	2	2	5	2	2	2	2	2	4	5	4	1	2	2	2	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	2.09302325581395	2.43243243243243	1.91489361702128	2.49181969882242	0	0	0	0	0.465116279069767	0.54054054054054	0.425531914893617	0
"274"	"274"	"{C631A377-91CC-E811-914C-74867AD5B714}"	1	0	1	13	10	4	3	5.3	13	2	6	16	2	5.2	14	2	4.25420055983641	14.4474499980609	7	9	11	12	2	2	2	0	1	0	2	1	1	1	2	1	0	0	0	0	0	0	1	0	1	2	1	3	1	1	1	9000	4	5	5	2	1	2	5	2	2	2	2	2	2	2	1	1	1	3	1	1	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1.32075471698113	1.5	2.11538461538462	2.82074148390913	0	0.166666666666667	0	0	0.188679245283019	0	0.384615384615385	0.235061790325761
"275"	"275"	"{C9734FD1-1DD2-E811-8FB7-74867AD5B714}"	1	0	1	4	8	2	3	5.7	15	2	6.8	20	3	5.4	22	3	8.15542635918212	26.1476166685422	10	12	14	15	1	2	2	2	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	2	1	3	1	1	1	1	13800	4	2	3	2	2	2	5	2	2	3	2	2	2	2	1	1	3	3	3	2	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	1.75438596491228	1.76470588235294	2.59259259259259	1.83926619398772	0.175438596491228	0.147058823529412	0	0.122617746265848	0	0	0	0
"276"	"276"	"{CBEEDE2C-ADD3-E811-8FB7-74867AD5B714}"	1	0	1	20	14	1	3	5.4	14	2	6.6	16	2	6.7	19	3	6.01755832149187	19.6247666637103	10	10	4	15	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	12000	4	5	4	2	2	4	4	4	4	4	2	2	4	5	4	4	2	3	3	2	4	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1.85185185185185	1.51515151515152	0.597014925373134	2.49270537959343	0.185185185185185	0.151515151515152	0.149253731343284	0	0	0	0	0
"277"	"277"	"{CC448DFD-F9D5-E811-8FB7-74867AD5B714}"	1	0	1	8	12	2	3	4.4	15	3	4.7	17	3	5.6	17	3	5.0981156565362	20.761566666762	18	19	17	24	2	2	2	2	3	3	3	3	1	2	2	1	0	0	0	0	0	0	0	0	1	1	3	1	1	1	2	10200	4	3	4	1	2	1	4	1	1	2	1	1	1	5	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	4.09090909090909	4.04255319148936	3.03571428571429	4.70762172082739	0	0	0	0	0.681818181818182	0.638297872340425	0.535714285714286	0.588452715103424
"278"	"278"	"{CD42E40B-0BCC-E811-914C-74867AD5B714}"	0	1	1	20	12	1	2	3.4	16	3	3.6	16	3	3.4	16	0	2.71702148821917	19.8486166675886	11	14	11	8	2	2	999	1	0	0	0	0	2	1	999	1	0	0	0	999	0	0	0	1	1	2	2	1	1	2	1	7500	4	5	2	1	2	2	2	1	2	2	1	1	2	5	1	1	3	1	2	3	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	3.23529411764706	3.88888888888889	3.23529411764706	2.94440071036887	0	0	0.294117647058824	0	0	0	0	0
"279"	"279"	"{CD7427E5-16D7-E811-8FB7-74867AD5B714}"	1	0	1	14	14	4	3	6.2	27	3	6.4	31	3	6.7	35	3	6.47781469590991	35.5462666670481	14	15	13	17	7	7	6	5	3	3	3	3	2	2	2	0	0	0	0	0	0	0	0	1	1	1	6	2	1	2	2	14300	4	5	4	3	2	3	3	1	1	3	1	1	1	3	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	2.25806451612903	2.34375	1.94029850746269	2.62434181865897	0	0	0.149253731343284	0	0.483870967741935	0.46875	0.447761194029851	0.46311914446923
"280"	"280"	"{CD9B73BA-4EE7-E811-8FB7-74867AD5B714}"	1	0	1	5	14	1	3	3.9	10	2	3.6	10	2	3.6	11	2	3.65369159917094	12.5985499978065	4	7	7	13	1	1	0	1	0	2	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	1	2	1	1	1	1	8500	4	2	5	2	2	2	5	2	2	4	2	2	2	5	1	1	1	1	1	1	4	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1.02564102564103	1.94444444444444	1.94444444444444	3.55804523921774	0.256410256410256	0.277777777777778	0	0	0	0.555555555555556	0	0
"281"	"281"	"{CF50D986-0AE2-E811-8FB7-74867AD5B714}"	0	1	1	3	12	2	1	5.3	15	3	5.4	15	3	5.3	15	0	4.77208945504161	25.6709499994914	12	12	12	11	2	2	999	2	0	0	0	0	0	0	999	0	0	0	0	999	0	0	0	1	1	1	2	1	1	2	1	11600	4	2	2	2	2	2	4	2	2	5	5	2	4	3	1	1	2	1	4	1	1	1	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	2.26415094339623	2.22222222222222	2.26415094339623	2.30506994967974	0	0	0.188679245283019	0	0	0	0	0
"282"	"282"	"{D2B032E0-F5E4-E811-8FB7-74867AD5B714}"	1	0	1	4	12	1	4	5.8	13	1	6.5	15	2	6.7	15	2	6.0345151840793	17.3694500009219	14	20	15	16	2	4	2	5	0	7	0	1	0	0	0	0	0	0	0	0	1	1	1	1	2	1	1	1	2	1	1	11900	4	2	5	2	2	2	5	2	2	2	2	2	4	5	2	1	2	4	2	1	1	0	0	0	1	1	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	2.41379310344828	3.07692307692308	2.23880597014925	2.65141432442036	0.172413793103448	0.153846153846154	0.149253731343284	0.165713395276272	0	1.07692307692308	0	0.165713395276272
