"CODVIAJE"	"CLIMA"	"CONGESTION"	"PAVIMENTO"	"INCIDENTE"	"MERIDIANO"	"HPICOHVALLE"	"GENERO"	"TIEMPO_PROFESION"	"HORASTRABAJO"	"NIVELEDUCATIVO"	"INFOTRAFICO"	"EDAD"	"DISTAlt1"	"TIEMPOAlt1"	"VELAlt1"	"DISTAlt2"	"TIEMPOAlt2"	"VELAlt2"	"DISTAlt3"	"TIEMPOAlt3"	"VELAlt3"	"DISTEC"	"TIEMPOEC"	"VELPROMEC"	"VELTOTALEC"	"COSTO"	"CHOICE"
"241"	241	"2"	"2"	"2"	"1"	"2"	"1"	1	25	12	1	1	2	6.7	14	28.7142857142857	6.5	15	26	7.4	17	26.1176470588235	4.02393944832838	14.1235000014305	24.8754818610126	17.0946554944064	9100	4
"242"	242	"1"	"2"	"1"	"1"	"2"	"1"	1	5	12	1	1	2	5.8	18	19.3333333333333	7.4	19	23.3684210526316	6.7	23	17.4782608695652	5.14716141734835	21.292666665713	23.3452709668671	14.5040398128338	10700	4
"243"	243	"1"	"6"	"1"	"1"	"2"	"2"	1	1	12	1	1	3	4.9	17	17.2941176470588	4.8	19	15.1578947368421	4.4	26	10.1538461538462	5.10665851379018	44.7381000002225	12.3544688097183	6.84873767160176	10100	4
"244"	244	"1"	"3"	"1"	"1"	"2"	"1"	1	4	12	1	1	1	6.3	17	22.2352941176471	6.8	17	24	6	19	18.9473684210526	6.2045876599974	18.2823333303134	27.957384011684	20.3625682167487	11700	4
"245"	245	"1"	"3"	"1"	"1"	"1"	"2"	1	5	12	4	1	1	4.4	13	20.3076923076923	5.6	14	24	0	0	0	3.98825113689727	16.2671000003815	19.887230006786	14.7103705152255	10900	1
"246"	246	"1"	"1"	"1"	"1"	"1"	"1"	1	5	12	2	1	2	4.5	22	12.2727272727273	6.1	30	12.2	5.7	31	11.0322580645161	5.31076097059055	25.3168333331744	22.3833713518908	12.586315754502	11700	4
"247"	247	"1"	"1"	"1"	"1"	"1"	"2"	1	20	12	0	1	3	2.7	9	18	3.5	10	21	5	11	27.2727272727273	2.76889961684186	7.93821666638056	28.8042607958749	20.928375224893	6800	1
"248"	248	"1"	"6"	"1"	"2"	"1"	"2"	1	23	12	1	2	4	9.8	24	24.5	10.8	28	23.1428571428571	11.4	42	16.2857142857143	11.9266631685472	44.5809999982516	25.2193295388577	16.0516765021174	20800	4
"249"	249	"2"	"6"	"1"	"1"	"1"	"2"	1	25	12	1	1	4	5.3	15	21.2	5.3	18	17.6666666666667	6.2	20	18.6	6.37865909309621	21.6992166678111	21.2425987294274	17.6374821010707	10800	1
"250"	250	"1"	"6"	"1"	"2"	"1"	"1"	1	17	8	0	2	3	9.2	26	21.2307692307692	9.3	28	19.9285714285714	9.5	31	18.3870967741935	9.029281125522	26.7045500000318	26.9711084152676	20.2870622246275	15200	4
"251"	251	"1"	"4"	"1"	"1"	"1"	"1"	1	2	14	3	1	2	4.8	13	22.1538461538462	5.7	15	22.8	7	17	24.7058823529412	4.47642988618897	14.433383333683	32.0831540990942	18.6086509976177	8700	4
"252"	252	"1"	"1"	"1"	"1"	"2"	"1"	1	45	17	1	2	3	4.3	14	18.4285714285714	5.6	15	22.4	4.5	16	16.875	3.49942863757503	8.85538333257039	41.0358703969024	23.7105171361968	9500	4
"253"	253	"2"	"2"	"1"	"2"	"2"	"2"	1	30	12	4	2	4	3.7	15	14.8	4	21	11.4285714285714	5.5	20	16.5	4.01281219328497	13.9730000019073	64.938995035382	17.2309977502492	8800	4
"254"	254	"2"	"1"	"1"	"1"	"2"	"1"	1	15	10	1	1	2	5.2	10	31.2	5.9	13	27.2307692307692	5.3	12	26.5	3.7254545334453	11.2705500006676	29.8634152360692	19.832862814457	7800	4
"255"	255	"1"	"4"	"1"	"2"	"1"	"1"	1	44	10	1	1	4	10.1	23	26.3478260869565	11	26	25.3846153846154	10.9	30	21.8	9.79190231782821	28.3879999995232	28.1242214652039	20.6958623037749	16000	1
"256"	256	"1"	"1"	"1"	"1"	"2"	"1"	1	12	12	3	1	3	4	15	16	4.5	14	19.2857142857143	4.9	18	16.3333333333333	4.33655049307338	19.5930499990781	20.0111190340325	13.2798635024483	9700	2
"257"	257	"1"	"1"	"1"	"1"	"1"	"1"	1	5	14	1	1	1	4.6	11	25.0909090909091	6.8	17	24	0	0	0	3.75011049155141	9.30799999634425	29.4945974117294	24.1734668652188	9500	4
"258"	258	"1"	"5"	"3"	"1"	"2"	"2"	1	5	15	4	1	3	5.8	17	20.4705882352941	5.8	17	20.4705882352941	5.4	19	17.0526315789474	5.58000488843938	17.2694500009219	25.9650723211017	19.3868532749156	10800	1
"259"	259	"2"	"4"	"1"	"1"	"1"	"2"	1	18	12	1	2	3	5.6	15	22.4	6.1	19	19.2631578947368	6	20	18	5.88810177281286	13.9858333349228	43.2789658787168	25.2602828811503	10400	4
"260"	260	"2"	"6"	"1"	"2"	"2"	"2"	1	10	12	4	1	3	5.3	20	15.9	5.2	19	16.4210526315789	6.1	23	15.9130434782609	6.08561309108838	40.9663833340009	16.9176121027584	8.91308325873741	14700	3
"261"	261	"1"	"2"	"1"	"1"	"2"	"1"	1	15	14	2	2	3	3.9	11	21.2727272727273	4.6	14	19.7142857142857	3.6	17	12.7058823529412	2.79680927663283	7.89854999780655	27.023998251157	21.2454889371557	8000	1
"262"	262	"1"	"2"	"2"	"1"	"1"	"2"	1	7	12	1	1	3	5.3	13	24.4615384615385	5.9	16	22.125	7.3	15	29.2	5.86897318798678	20.1607666651408	24.3222891021838	17.4665178724615	11600	4
"263"	263	"1"	"4"	"1"	"1"	"1"	"2"	1	15	14	1	1	3	5.3	15	21.2	6.2	15	24.8	5.6	17	19.7647058823529	5.41640033387919	15.598766664664	27.6543910558704	20.8339561081416	10500	1
"264"	264	"1"	"4"	"1"	"1"	"2"	"1"	1	20	15	2	1	3	2.8	8	21	3	7	25.7142857142857	3.7	10	22.2	3.01967999181809	8.68023333549499	26.2133684515311	20.8728028966923	7000	4
"265"	265	"1"	"2"	"1"	"1"	"1"	"1"	1	11	8	1	2	2	5.3	15	21.2	5.2	13	24	6.2	20	18.6	4.67847657137103	12.9144999980927	35.1140951730694	21.7359242962345	9900	1
"266"	266	"2"	"2"	"1"	"1"	"2"	"2"	1	19	12	1	1	3	7.9	23	20.6086956521739	5.8	30	11.6	6.8	30	13.6	6.21782447821802	32.8849999984105	25.4170504449993	11.3446698710997	12500	4
"267"	267	"1"	"2"	"1"	"2"	"2"	"1"	1	20	12	1	1	2	4.4	15	17.6	4.7	18	15.6666666666667	5.6	18	18.6666666666667	4.32223843368142	14.5133333325386	28.1560983198078	17.8686935715493	8700	1
"268"	268	"1"	"4"	"1"	"1"	"1"	"1"	1	1	12	1	1	4	5.7	16	21.375	6.7	19	21.1578947368421	7.4	21	21.1428571428571	5.70876401059282	16.6514999985695	30.0941785326697	20.5702693850401	10400	1
"269"	269	"1"	"3"	"1"	"1"	"1"	"2"	1	8	12	2	1	3	4.4	12	22	3.9	13	18	4.4	14	18.8571428571429	3.9205273310027	12.8683333317439	25.6044134767491	18.2798839442469	8300	2
"270"	270	"1"	"6"	"1"	"1"	"2"	"2"	1	10	14	1	1	4	8.3	19	26.2105263157895	7.5	21	21.4285714285714	6.3	27	14	5.66825396255132	40.7876666665077	18.7467073513643	8.33818812274309	12800	4
"271"	271	"2"	"3"	"1"	"2"	"2"	"2"	1	3	16	1	2	3	8.8	33	16	9	37	14.5945945945946	9.3	36	15.5	7.38606559844173	42.3804499983788	16.7094949352442	10.4568010939822	16400	2
"272"	272	"1"	"2"	"2"	"1"	"1"	"1"	1	2	8	1	1	2	7.7	20	23.1	7.2	20	21.6	8.2	21	23.4285714285714	6.37883285981764	18.1256666660309	37.4643936227259	21.1153597073662	12000	4
"273"	273	"1"	"3"	"1"	"1"	"1"	"2"	1	20	-1	1	2	3	4.1	11	22.3636363636364	4.1	11	22.3636363636364	5.2	12	26	4.83158562029117	12.4356166680654	31.3713892658236	23.3116816765444	9000	4
"274"	274	"1"	"4"	"1"	"1"	"1"	"2"	1	14	12	0	1	2	6.4	16	24	5.6	16	21	6.5	20	19.5	4.86957782410663	15.0399999976158	45.707053842259	19.4265072801007	10300	4
"275"	275	"1"	"3"	"1"	"1"	"2"	"2"	1	32	10	1	2	4	4.3	17	15.1764705882353	3.7	20	11.1	4.7	22	12.8181818181818	3.61181830461217	20.8276666641235	18.62518029694	10.4048668423343	9200	2
"276"	276	"2"	"1"	"3"	"1"	"1"	"1"	1	13	10	4	1	3	5.3	13	24.4615384615385	6	16	22.5	5.2	14	22.2857142857143	4.25420055983641	14.4474499980609	24.7568319261878	17.6676184118612	9000	4
"277"	277	"1"	"3"	"1"	"1"	"1"	"1"	1	4	8	2	2	3	5.7	15	22.8	6.8	20	20.4	5.4	22	14.7272727272727	8.15542635918212	26.1476166685422	26.1698371487061	18.7139649381363	13800	4
"278"	278	"1"	"1"	"1"	"1"	"1"	"1"	1	20	14	1	1	3	5.4	14	23.1428571428571	6.6	16	24.75	6.7	19	21.1578947368421	6.01755832149187	19.6247666637103	32.2039120663104	18.3978492828231	12000	4
"279"	279	"1"	"3"	"1"	"1"	"1"	"2"	1	8	12	2	1	3	4.4	15	17.6	4.7	17	16.5882352941176	5.6	17	19.7647058823529	5.0981156565362	20.761566666762	22.9840758385142	14.7333264537246	10200	4
"280"	280	"2"	"2"	"1"	"1"	"2"	"1"	1	20	12	1	1	2	3.4	16	12.75	3.6	16	13.5	0	0	0	2.71702148821917	19.8486166675886	15.0778195715507	8.21323178452799	7500	4
"281"	281	"1"	"2"	"2"	"1"	"2"	"1"	1	9	12	2	2	2	7.9	19	24.9473684210526	8.5	24	21.25	6.9	27	15.3333333333333	5.3734486710031	28.2178333322207	43.0414993931455	11.4256440763665	14100	4
"282"	282	"1"	"6"	"2"	"1"	"2"	"2"	1	14	14	4	1	3	6.2	27	13.7777777777778	6.4	31	12.3870967741935	6.7	35	11.4857142857143	6.47781469590991	35.5462666670481	30.1562559041486	10.934168850843	14300	4
"283"	283	"1"	"2"	"1"	"1"	"1"	"1"	1	5	14	1	1	3	3.9	10	23.4	3.6	10	21.6	3.6	11	19.6363636363636	3.65369159917094	12.5985499978065	24.5800382495889	17.4005338700425	8500	4
"284"	284	"1"	"2"	"1"	"1"	"2"	"1"	1	3	12	2	1	1	5.3	15	21.2	5.4	15	21.6	0	0	0	4.77208945504161	25.6709499994914	32.8952844049664	11.1536724316073	11600	4
"285"	285	"1"	"1"	"1"	"2"	"1"	"1"	1	4	12	1	2	4	5.8	13	26.7692307692308	6.5	15	26	6.7	15	26.8	6.0345151840793	17.3694500009219	69.78020613275	20.8452720739886	11900	4
"286"	286	"2"	"6"	"1"	"1"	"2"	"1"	1	30	12	1	1	3	8.3	27	18.4444444444444	8.3	29	17.1724137931035	8.4	33	15.2727272727273	8.8789053071806	34.2683833320936	22.2499050261493	15.5459425461694	18500	4
"287"	287	"2"	"2"	"1"	"1"	"2"	"2"	1	3	12	1	1	1	4.6	19	14.5263157894737	5.7	23	14.8695652173913	6	24	15	3.86194467872151	23.1580000003179	19.6546059896684	10.005902095177	10000	4
"288"	288	"2"	"2"	"1"	"1"	"2"	"2"	1	8	14	1	1	2	5.5	19	17.3684210526316	4.3	20	12.9	5.8	31	11.2258064516129	5.04052394632007	30.0437833309174	14.6065757317114	10.0663566052275	10200	2
"289"	289	"1"	"3"	"1"	"1"	"1"	"2"	1	-1	13	0	1	3	4.8	11	26.1818181818182	5.3	12	26.5	5.7	18	19	5.00681482457038	17.644716668129	25.1433874470878	17.0254300550397	9900	4
"290"	290	"1"	"1"	"1"	"1"	"1"	"2"	1	7	14	4	1	2	4.2	12	21	4.6	14	19.7142857142857	4.5	14	19.2857142857143	4.20894096549186	10.8097166657448	27.7545642837968	23.3619867882182	8600	1
"291"	291	"1"	"4"	"1"	"1"	"1"	"2"	1	17	12	0	1	3	7.3	16	27.375	8.3	18	27.6666666666667	8.4	19	26.5263157894737	6.78464537499685	16.4082166632016	39.33925049875	24.8094433938551	12700	3
"292"	292	"1"	"3"	"2"	"1"	"2"	"2"	1	12	10	1	1	3	5.6	19	17.6842105263158	5	20	15	5.3	20	15.9	4.58633828633034	18.1908333341281	24.173304986323	15.1274156672939	9800	2
"293"	293	"1"	"3"	"1"	"1"	"2"	"1"	1	17	12	2	1	3	6.3	19	19.8947368421053	6.8	24	17	7.1	24	17.75	6.06947837241627	23.795950003465	21.5075628153789	15.303810198456	11200	4
"294"	294	"1"	"3"	"1"	"2"	"2"	"1"	1	6	12	1	1	3	4.2	16	15.75	6	18	20	5.1	20	15.3	4.93732047897073	16.8468333323797	33.0125689143486	17.5842677904857	10000	4
"295"	295	"1"	"1"	"1"	"1"	"2"	"1"	1	30	12	2	2	4	5.6	17	19.7647058823529	6.1	19	19.2631578947368	5.8	24	14.5	3.54942125345304	13.2556166688601	25.7824903231275	16.066040571879	10200	4
"296"	296	"1"	"2"	"1"	"1"	"2"	"1"	1	4	12	0	1	2	4.5	16	16.875	5.7	17	20.1176470588235	6	19	18.9473684210526	4.6963874239327	14.9242166638374	22.2251660716747	18.8809404059876	9100	4
"297"	297	"1"	"1"	"1"	"1"	"2"	"1"	1	6	-1	1	1	3	4.5	14	19.2857142857143	5.3	17	18.7058823529412	5.7	17	20.1176470588235	4.51734615275753	17.1114333351453	21.4237076635693	15.8397466686066	8900	1
"298"	298	"1"	"1"	"1"	"1"	"1"	"1"	1	7	12	1	1	2	5.7	14	24.4285714285714	6.4	15	25.6	6.6	17	23.2941176470588	5.56813306447649	15.0069000005722	29.8074446263253	22.2622916029194	10500	1
"299"	299	"1"	"6"	"1"	"2"	"2"	"1"	1	25	12	0	1	4	5.1	15	20.4	4.5	19	14.2105263157895	4.7	19	14.8421052631579	4.87373613376537	20.0161666631699	122.376186190053	14.609399139546	11000	1
"300"	300	"1"	"4"	"1"	"1"	"1"	"1"	1	1	15	0	1	3	5.5	17	19.4117647058824	7.8	18	26	7.1	23	18.5217391304348	5.51956828469731	20.2942833304405	21.8873353776154	16.3185903975773	10700	4
"301"	301	"1"	"3"	"1"	"1"	"2"	"1"	1	18	12	1	1	2	4.9	12	24.5	6	13	27.6923076923077	5.6	17	19.7647058823529	4.6556874497535	15.4101166645686	54.2717881853225	18.1271338216069	9900	3
"302"	302	"1"	"2"	"1"	"1"	"2"	"2"	1	32	12	1	1	3	4.5	17	15.8823529411765	4.7	17	16.5882352941176	3.7	21	10.5714285714286	3.50111781858289	19.7058333317439	14.379155982241	10.6601464438745	8000	4
"303"	303	"1"	"3"	"1"	"1"	"2"	"2"	1	15	16	0	2	3	3.2	13	14.7692307692308	3.8	17	13.4117647058824	0	0	0	3.49593049972492	40.9307166695595	108.663497482662	5.12465568772932	8200	4
"304"	304	"1"	"6"	"1"	"1"	"2"	"2"	1	15	12	3	1	3	5	21	14.2857142857143	0	0	0	0	0	0	5.28631347739601	30.9927166700363	16.6030754354477	10.233978906096	11509	4
"305"	305	"1"	"6"	"1"	"2"	"1"	"1"	1	14	14	4	1	3	8	19	25.2631578947368	7.5	21	21.4285714285714	8.4	22	22.9090909090909	6.10349897919	28.520883333683	15.8384968707122	12.8400629975899	12000	4
"306"	306	"2"	"2"	"2"	"1"	"2"	"1"	1	10	12	1	1	2	4.6	14	19.7142857142857	5.7	18	19	5.8	17	20.4705882352941	4.33302796029511	13.019883330663	27.7846187565079	19.968049714042	8500	1
"307"	307	"1"	"2"	"1"	"1"	"2"	"1"	1	3	15	1	1	4	7.9	18	26.3333333333333	7.8	20	23.4	8.5	29	17.5862068965517	9.08545834301329	19.9940500020981	40.3924070299064	27.2644862108274	13800	1
"308"	308	"1"	"1"	"1"	"1"	"2"	"1"	1	14	12	1	1	3	3	9	20	3	9	20	4.6	11	25.0909090909091	2.20896130671692	6.14133333365122	68.4084782888787	21.5812546237769	6800	1
"309"	309	"1"	"1"	"1"	"1"	"2"	"1"	1	25	16	0	1	2	10.4	19	32.8421052631579	11.2	20	33.6	11.3	25	27.12	10.3703256088937	16.2635999997457	221.05105304504	38.2584136687667	17000	2
"310"	310	"1"	"3"	"1"	"1"	"1"	"1"	1	14	12	1	1	2	6.1	18	20.3333333333333	6.7	18	22.3333333333333	6.2	20	18.6	5.54531895378444	17.1418333331744	43.5805642810647	19.4097755333532	10600	4
"311"	311	"1"	"2"	"1"	"1"	"2"	"1"	1	8	12	1	1	3	6.6	16	24.75	7.3	23	19.0434782608696	8.9	24	22.25	6.66016118160946	20.3526666680972	26.3551313900956	19.6342659865283	12000	1
"312"	312	"1"	"1"	"1"	"1"	"2"	"1"	1	15	12	4	1	3	5.1	12	25.5	4.9	13	22.6153846153846	4.6	14	19.7142857142857	4.7309125729437	11.8762666662534	33.2389960284248	23.9010088231851	9500	2
"313"	313	"2"	"6"	"2"	"1"	"2"	"2"	1	9	14	1	1	2	4.9	23	12.7826086956522	5.4	26	12.4615384615385	4.9	28	10.5	4.18612778109409	51.9552833358447	19.8378716587851	4.83430463158231	16000	4
"314"	314	"2"	"2"	"1"	"1"	"2"	"2"	1	11	18	1	1	2	3.6	13	16.6153846153846	3.5	13	16.1538461538462	3.7	13	17.0769230769231	2.85795760692474	9.48733333349228	22.2240890097336	18.0743577133664	7000	1
"315"	315	"1"	"1"	"1"	"1"	"1"	"2"	1	1	14	1	1	2	3.3	10	19.8	3.9	9	26	5.5	12	27.5	3.40458586628116	13.5252166668574	21.164393094261	15.1032813010258	7800	1
"316"	316	"2"	"6"	"1"	"1"	"2"	"1"	1	1	14	2	1	2	6.7	24	16.75	5.8	25	13.92	6.1	27	13.5555555555556	5.14262984380534	30.9077166676521	15.8177909789991	9.98319591014162	11700	2
"317"	317	"1"	"2"	"1"	"1"	"1"	"2"	1	8	12	1	1	2	7.4	18	24.6666666666667	5.9	20	17.7	6.1	20	18.3	5.93585378835139	22.2861666639646	26.7342917229076	15.9808204197341	11200	4
"318"	318	"1"	"1"	"1"	"1"	"2"	"2"	1	22	12	1	1	3	3.5	10	21	3.6	11	19.6363636363636	4.4	12	22	2.34504827198411	9.6383333325386	19.650266757993	14.5982600377639	8000	2
"319"	319	"1"	"2"	"1"	"1"	"2"	"2"	1	5	12	0	1	1	4.3	13	19.8461538461538	4.2	16	15.75	0	0	0	3.87855660099645	15.8233333309491	26.6352088722746	14.7069767913325	8400	1
"320"	320	"1"	"1"	"1"	"1"	"1"	"1"	1	5	11	2	2	2	6.3	20	18.9	8.2	23	21.3913043478261	0	0	0	6.09240035980642	19.7797666668892	24.4919085544069	18.4807044362306	11500	1
"321"	321	"1"	"1"	"1"	"1"	"1"	"1"	1	1	10	1	2	2	6.3	15	25.2	6	17	21.1764705882353	6.8	18	22.6666666666667	6.53285073898882	16.7752333323161	31.1669127400691	23.3660561718822	12000	1
"322"	322	"1"	"2"	"1"	"1"	"2"	"1"	1	28	14	4	1	3	5.4	11	29.4545454545455	5.3	13	24.4615384615385	6.2	14	26.5714285714286	4.76178389739502	10.9874333341916	38.2721616813202	26.0030732522957	10000	1
"323"	323	"1"	"6"	"2"	"1"	"2"	"1"	1	34	14	1	1	3	3.8	14	16.2857142857143	5.6	15	22.4	5.3	16	19.875	3.79450323584655	25.5775000015895	100.124120286426	8.90119027022363	8500	1
"324"	324	"1"	"3"	"1"	"2"	"2"	"1"	1	9	15	4	1	2	9.3	21	26.5714285714286	0	0	0	0	0	0	8.33966518322624	29.827999997139	29.704635784795	16.7755099584809	16000	4
"325"	325	"1"	"1"	"1"	"1"	"2"	"2"	1	2	12	1	2	3	6.4	14	27.4285714285714	6.8	16	25.5	7.8	16	29.25	6.25353132217077	11.774066666762	40.1831126287874	31.8676537130083	11500	4
"326"	326	"1"	"2"	"1"	"1"	"2"	"1"	1	1	15	4	1	2	2.9	10	17.4	0	0	0	0	0	0	3.82725630260466	16.9774333318075	18.1896448101586	13.5259184158335	8300	4
"327"	327	"1"	"1"	"1"	"1"	"1"	"1"	1	18	14	1	1	3	3.6	9	24	4.1	14	17.5714285714286	3.6	17	12.7058823529412	3.27431848157703	8.22366666793823	33.3262919697375	23.8894786021132	7600	1
"328"	328	"2"	"1"	"1"	"1"	"2"	"2"	1	7	14	0	1	2	4.8	17	16.9411764705882	7.2	17	25.4117647058824	5.1	22	13.9090909090909	4.58881884209432	19.3711666663488	63.8913473370372	14.2133478725345	10200	1
"329"	329	"1"	"4"	"1"	"1"	"2"	"1"	1	10	13	1	1	3	5.2	11	28.3636363636364	5.3	11	28.9090909090909	5.9	14	25.2857142857143	5.54287908413932	14.0272333343824	35.3524790336488	23.7090762747337	10600	1
"330"	330	"1"	"1"	"1"	"1"	"1"	"1"	1	23	13	1	1	3	3.4	13	15.6923076923077	3.9	13	18	4.3	14	18.4285714285714	3.88465980183106	14.2597833315531	29.636137737968	16.3452405054514	8000	4
"331"	331	"2"	"3"	"1"	"1"	"2"	"1"	1	30	12	1	2	3	5.7	15	22.8	6.7	17	23.6470588235294	6.2	18	20.6666666666667	5.89472638075887	15.3150000015895	25.8263797180517	23.0939329290777	11100	4
"332"	332	"1"	"1"	"1"	"1"	"2"	"1"	1	20	16	2	1	2	4.1	11	22.3636363636364	0	0	0	0	0	0	4.20167366031133	10.4497166673342	31.7574316415517	24.1250961766978	9000	4
"333"	333	"1"	"1"	"1"	"1"	"1"	"1"	1	12	15	1	2	2	7.1	13	32.7692307692308	7	13	32.3076923076923	6.7	15	26.8	5.95376092047397	13.582333334287	36.0038689974369	26.3007574940503	11000	4
"334"	334	"1"	"5"	"1"	"1"	"1"	"2"	1	24	15	3	1	4	7.7	17	27.1764705882353	7.2	17	25.4117647058824	8.2	18	27.3333333333333	7.26049602589358	26.5161666671435	24.7482085334056	16.428836302851	12500	4
"335"	335	"1"	"1"	"1"	"1"	"2"	"1"	1	0	10	0	2	3	2.1	9	14	1.9	8	14.25	2.3	10	13.8	1.77059101405077	5.69366666873296	26.5384643990393	18.6585318431869	5400	2
"336"	336	"1"	"1"	"1"	"1"	"1"	"1"	1	10	12	0	1	4	6.1	13	28.1538461538462	5.3	15	21.2	6.6	15	26.4	6.19934026976725	12.2809999982516	35.2543867555017	30.2874697694805	11400	1
"337"	337	"1"	"1"	"1"	"1"	"1"	"1"	1	2	9	1	1	4	2.8	8	21	3.1	10	18.6	0	0	0	2.08372605017075	5.13021666606267	26.1764294504006	24.3700356433869	6500	1
"338"	338	"1"	"3"	"1"	"1"	"2"	"2"	1	26	15	2	1	3	5.3	17	18.7058823529412	7.4	19	23.3684210526316	6.9	21	19.7142857142857	4.35983905216001	16.182116663456	22.5096749090538	16.1653971831973	9800	4
"339"	339	"1"	"3"	"2"	"1"	"2"	"1"	1	1	13	0	2	3	5.9	17	20.8235294117647	6.5	18	21.6666666666667	6.1	22	16.6363636363636	5.7454012249334	18.966733332475	26.6975608153119	18.1751948241801	11200	1
"340"	340	"1"	"2"	"1"	"1"	"1"	"2"	1	20	14	1	1	3	7.5	19	23.6842105263158	8.6	20	25.8	8.7	22	23.7272727272727	6.92533269348928	20.2959333340327	26.5036839951149	20.4730649618662	12000	4
"341"	341	"1"	"2"	"1"	"1"	"2"	"2"	1	21	19	1	1	3	3.4	14	14.5714285714286	3.4	17	12	0	0	0	4.26755344517911	21.5946666677793	16.4725271461729	11.857242839168	8000	4
"342"	342	"1"	"4"	"1"	"1"	"1"	"1"	1	12	15	1	1	3	6.1	19	19.2631578947368	5.9	20	17.7	6.3	21	18	6.60961747733761	21.4956166664759	25.3649245783541	18.4492054726092	11800	4
"343"	343	"2"	"1"	"1"	"1"	"2"	"1"	1	1	10	3	1	3	6.7	17	23.6470588235294	7.4	20	22.2	6.3	25	15.12	6.56970166539345	22.5383333325386	25.6660485094518	17.4894076730388	12500	4
"344"	344	"1"	"6"	"2"	"2"	"2"	"2"	1	24	12	0	1	3	8.2	26	18.9230769230769	8.7	30	17.4	9.4	32	17.625	9.10994470136839	35.1932166655858	24.6861277091764	15.5313078448041	15000	4
"345"	345	"1"	"1"	"1"	"1"	"1"	"2"	1	16	14	2	1	3	6.3	15	25.2	6.8	15	27.2	6	15	24	6.45785204608482	15.6591666658719	49.3361573375811	24.7440448800865	11500	1
"346"	346	"1"	"2"	"1"	"1"	"1"	"1"	1	25	15	1	1	3	4.6	17	16.2352941176471	4.6	16	17.25	4.8	22	13.0909090909091	4.80784723425771	18.7361666679382	19.8926691196957	15.3964703222405	9600	1
"347"	347	"1"	"2"	"1"	"2"	"2"	"1"	1	-1	10	2	1	3	5.3	14	22.7142857142857	4.9	17	17.2941176470588	6	20	18	5.75874127198576	22.3039499998093	25.4164572859298	15.4916271029168	11500	4
"348"	348	"1"	"2"	"1"	"2"	"1"	"1"	1	33	13	1	1	3	6	15	24	5.2	16	19.5	6.2	21	17.7142857142857	4.83019102108556	18.3995000004768	26.747726002597	15.7510509121239	10400	3
